"Beach Name","Measurement Timestamp","Water Temperature","Turbidity","Transducer Depth","Wave Height","Wave Period","Battery Life","Measurement Timestamp Label","Measurement ID"
"Ohio Street Beach","08/06/2018 09:00:00 PM","24.1","1.87",,"0.154","3","11.4","08/06/2018 9:00 PM","OhioStreetBeach201808062100"
"Ohio Street Beach","08/06/2018 08:00:00 PM","24","1.46",,"0.151","3","11.4","08/06/2018 8:00 PM","OhioStreetBeach201808062000"
"Ohio Street Beach","08/06/2018 07:00:00 PM","24","1.33",,"0.177","3","11.3","08/06/2018 7:00 PM","OhioStreetBeach201808061900"
"Ohio Street Beach","08/06/2018 06:00:00 PM","24","1.39",,"0.164","3","11.3","08/06/2018 6:00 PM","OhioStreetBeach201808061800"
"Ohio Street Beach","08/06/2018 05:00:00 PM","24.1","1.83",,"0.177","4","11.4","08/06/2018 5:00 PM","OhioStreetBeach201808061700"
"Ohio Street Beach","08/06/2018 04:00:00 PM","23.9","1.51",,"0.184","3","11.4","08/06/2018 4:00 PM","OhioStreetBeach201808061600"
"Ohio Street Beach","08/06/2018 03:00:00 PM","23.9","1.51",,"0.175","3","11.4","08/06/2018 3:00 PM","OhioStreetBeach201808061500"
"Ohio Street Beach","08/06/2018 02:00:00 PM","24","1.44",,"0.182","3","11.4","08/06/2018 2:00 PM","OhioStreetBeach201808061400"
"Ohio Street Beach","08/06/2018 01:00:00 PM","23.7","1.45",,"0.194","3","11.4","08/06/2018 1:00 PM","OhioStreetBeach201808061300"
"Ohio Street Beach","08/06/2018 11:00:00 AM","23.6","1.5",,"0.179","2","11.4","08/06/2018 11:00 AM","OhioStreetBeach201808061100"
"Ohio Street Beach","08/06/2018 10:00:00 AM","23.6","1.57",,"0.145","3","11.4","08/06/2018 10:00 AM","OhioStreetBeach201808061000"
"Ohio Street Beach","08/06/2018 09:00:00 AM","23.6","1.62",,"0.151","2","11.4","08/06/2018 9:00 AM","OhioStreetBeach201808060900"
"Ohio Street Beach","08/06/2018 08:00:00 AM","23.6","1.54",,"0.158","2","11.4","08/06/2018 8:00 AM","OhioStreetBeach201808060800"
"Ohio Street Beach","08/06/2018 07:00:00 AM","23.6","1.5",,"0.202","3","11.4","08/06/2018 7:00 AM","OhioStreetBeach201808060700"
"Ohio Street Beach","08/06/2018 06:00:00 AM","23.6","1.52",,"0.132","2","11.4","08/06/2018 6:00 AM","OhioStreetBeach201808060600"
"Ohio Street Beach","08/06/2018 05:00:00 AM","23.7","1.44",,"0.069","5","11.5","08/06/2018 5:00 AM","OhioStreetBeach201808060500"
"Ohio Street Beach","08/06/2018 04:00:00 AM","23.8","1.44",,"0.078","3","11.5","08/06/2018 4:00 AM","OhioStreetBeach201808060400"
"Ohio Street Beach","08/06/2018 03:00:00 AM","23.8","1.25",,"0.083","3","11.5","08/06/2018 3:00 AM","OhioStreetBeach201808060300"
"Ohio Street Beach","08/06/2018 02:00:00 AM","23.8","1.44",,"0.086","6","11.5","08/06/2018 2:00 AM","OhioStreetBeach201808060200"
"Ohio Street Beach","08/06/2018 01:00:00 AM","23.8","1.45",,"0.085","3","11.5","08/06/2018 1:00 AM","OhioStreetBeach201808060100"
"Ohio Street Beach","08/06/2018 12:00:00 AM","23.9","1.46",,"0.138","3","11.4","08/06/2018 12:00 AM","OhioStreetBeach201808062400"
"Ohio Street Beach","08/05/2018 11:00:00 PM","24","1.57",,"0.148","2","11.5","08/05/2018 11:00 PM","OhioStreetBeach201808052300"
"Ohio Street Beach","08/05/2018 10:00:00 PM","24","1.72",,"0.127","3","11.5","08/05/2018 10:00 PM","OhioStreetBeach201808052200"
"Ohio Street Beach","08/05/2018 09:00:00 PM","24.1","1.44",,"0.131","4","11.5","08/05/2018 9:00 PM","OhioStreetBeach201808052100"
"Ohio Street Beach","08/05/2018 08:00:00 PM","24.2","1.95",,"0.182","3","11.5","08/05/2018 8:00 PM","OhioStreetBeach201808052000"
"Ohio Street Beach","08/05/2018 07:00:00 PM","24.2","1.81",,"0.168","2","11.5","08/05/2018 7:00 PM","OhioStreetBeach201808051900"
"Ohio Street Beach","08/05/2018 06:00:00 PM","24.5","2.24",,"0.148","3","11.5","08/05/2018 6:00 PM","OhioStreetBeach201808051800"
"Ohio Street Beach","08/05/2018 05:00:00 PM","24.7","1.76",,"0.155","5","11.5","08/05/2018 5:00 PM","OhioStreetBeach201808051700"
"Ohio Street Beach","08/05/2018 04:00:00 PM","24.8","1.82",,"0.14","2","11.5","08/05/2018 4:00 PM","OhioStreetBeach201808051600"
"Ohio Street Beach","08/05/2018 03:00:00 PM","24.7","1.87",,"0.178","3","11.5","08/05/2018 3:00 PM","OhioStreetBeach201808051500"
"Ohio Street Beach","08/05/2018 02:00:00 PM","24.6","1.95",,"0.186","2","11.5","08/05/2018 2:00 PM","OhioStreetBeach201808051400"
"Ohio Street Beach","08/05/2018 01:00:00 PM","24.5","1.9",,"0.189","3","11.5","08/05/2018 1:00 PM","OhioStreetBeach201808051300"
"Ohio Street Beach","08/05/2018 12:00:00 PM","24.3","1.69",,"0.17","3","11.5","08/05/2018 12:00 PM","OhioStreetBeach201808051200"
"Ohio Street Beach","08/05/2018 11:00:00 AM","24.2","1.59",,"0.138","3","11.5","08/05/2018 11:00 AM","OhioStreetBeach201808051100"
"Ohio Street Beach","08/05/2018 10:00:00 AM","23.7","1.67",,"0.118","3","11.5","08/05/2018 10:00 AM","OhioStreetBeach201808051000"
"Ohio Street Beach","08/05/2018 09:00:00 AM","23.6","1.59",,"0.106","3","11.5","08/05/2018 9:00 AM","OhioStreetBeach201808050900"
"Ohio Street Beach","08/05/2018 08:00:00 AM","23.6","1.78",,"0.117","6","11.5","08/05/2018 8:00 AM","OhioStreetBeach201808050800"
"Ohio Street Beach","08/05/2018 07:00:00 AM","23.6","1.91",,"0.107","3","11.5","08/05/2018 7:00 AM","OhioStreetBeach201808050700"
"Ohio Street Beach","08/05/2018 06:00:00 AM","23.6","2.15",,"0.121","3","11.5","08/05/2018 6:00 AM","OhioStreetBeach201808050600"
"Ohio Street Beach","08/05/2018 05:00:00 AM","23.6","2.16",,"0.115","3","11.5","08/05/2018 5:00 AM","OhioStreetBeach201808050500"
"Ohio Street Beach","08/05/2018 04:00:00 AM","23.7","1.84",,"0.107","5","11.5","08/05/2018 4:00 AM","OhioStreetBeach201808050400"
"Ohio Street Beach","08/05/2018 12:00:00 AM","24","1.61",,"0.143","3","11.6","08/05/2018 12:00 AM","OhioStreetBeach201808052400"
"Ohio Street Beach","08/04/2018 11:00:00 PM","24.1","1.64",,"0.175","3","11.6","08/04/2018 11:00 PM","OhioStreetBeach201808042300"
"Ohio Street Beach","08/04/2018 10:00:00 PM","24.2","1.81",,"0.148","3","11.6","08/04/2018 10:00 PM","OhioStreetBeach201808042200"
"Ohio Street Beach","08/04/2018 09:00:00 PM","24.3","1.92",,"0.158","3","11.6","08/04/2018 9:00 PM","OhioStreetBeach201808042100"
"Ohio Street Beach","08/04/2018 08:00:00 PM","24.4","1.76",,"0.178","3","11.6","08/04/2018 8:00 PM","OhioStreetBeach201808042000"
"Ohio Street Beach","08/04/2018 07:00:00 PM","24.4","1.89",,"0.176","4","11.6","08/04/2018 7:00 PM","OhioStreetBeach201808041900"
"Ohio Street Beach","08/04/2018 06:00:00 PM","24.6","2.12",,"0.197","3","11.6","08/04/2018 6:00 PM","OhioStreetBeach201808041800"
"Ohio Street Beach","08/04/2018 05:00:00 PM","24.7","1.84",,"0.175","5","11.6","08/04/2018 5:00 PM","OhioStreetBeach201808041700"
"Ohio Street Beach","08/04/2018 04:00:00 PM","25.2","2.05",,"0.158","4","11.6","08/04/2018 4:00 PM","OhioStreetBeach201808041600"
"Ohio Street Beach","08/04/2018 03:00:00 PM","25.3","2.06",,"0.172","4","11.6","08/04/2018 3:00 PM","OhioStreetBeach201808041500"
"Ohio Street Beach","08/04/2018 02:00:00 PM","25.7","1.55",,"0.186","3","11.6","08/04/2018 2:00 PM","OhioStreetBeach201808041400"
"Ohio Street Beach","08/04/2018 01:00:00 PM","25.3","1.74",,"0.191","4","11.6","08/04/2018 1:00 PM","OhioStreetBeach201808041300"
"Ohio Street Beach","08/04/2018 12:00:00 PM","25.4","1.42",,"0.183","3","11.6","08/04/2018 12:00 PM","OhioStreetBeach201808041200"
"Ohio Street Beach","08/04/2018 11:00:00 AM","25.3","1.24",,"0.182","3","11.6","08/04/2018 11:00 AM","OhioStreetBeach201808041100"
"Ohio Street Beach","08/04/2018 10:00:00 AM","24.6","1.13",,"0.174","3","11.6","08/04/2018 10:00 AM","OhioStreetBeach201808041000"
"Ohio Street Beach","08/04/2018 09:00:00 AM","23.9","1.42",,"0.15","4","11.6","08/04/2018 9:00 AM","OhioStreetBeach201808040900"
"Ohio Street Beach","08/04/2018 08:00:00 AM","23.5","1.19",,"0.167","3","11.6","08/04/2018 8:00 AM","OhioStreetBeach201808040800"
"Ohio Street Beach","08/04/2018 07:00:00 AM","23.4","1.42",,"0.18","3","11.6","08/04/2018 7:00 AM","OhioStreetBeach201808040700"
"Ohio Street Beach","08/04/2018 06:00:00 AM","23.4","1.4",,"0.134","5","11.4","08/04/2018 6:00 AM","OhioStreetBeach201808040600"
"Ohio Street Beach","08/04/2018 05:00:00 AM","23.4","1.65",,"0.139","5","11.6","08/04/2018 5:00 AM","OhioStreetBeach201808040500"
"Ohio Street Beach","08/04/2018 04:00:00 AM","23.5","1.41",,"0.149","3","11.6","08/04/2018 4:00 AM","OhioStreetBeach201808040400"
"Ohio Street Beach","08/04/2018 03:00:00 AM","23.6","1.33",,"0.149","3","11.6","08/04/2018 3:00 AM","OhioStreetBeach201808040300"
"Ohio Street Beach","08/04/2018 02:00:00 AM","23.7","1.48",,"0.141","6","11.6","08/04/2018 2:00 AM","OhioStreetBeach201808040200"
"Ohio Street Beach","08/04/2018 01:00:00 AM","23.8","1.52",,"0.163","3","11.6","08/04/2018 1:00 AM","OhioStreetBeach201808040100"
"Ohio Street Beach","08/04/2018 12:00:00 AM","23.9","1.53",,"0.172","3","11.6","08/04/2018 12:00 AM","OhioStreetBeach201808042400"
"Ohio Street Beach","08/03/2018 11:00:00 PM","24.1","2",,"0.195","3","11.6","08/03/2018 11:00 PM","OhioStreetBeach201808032300"
"Ohio Street Beach","08/03/2018 10:00:00 PM","24.3","1.76",,"0.2","4","11.6","08/03/2018 10:00 PM","OhioStreetBeach201808032200"
"Ohio Street Beach","08/03/2018 09:00:00 PM","24.5","1.93",,"0.202","4","11.6","08/03/2018 9:00 PM","OhioStreetBeach201808032100"
"Ohio Street Beach","08/03/2018 08:00:00 PM","24.6","1.74",,"0.223","3","11.6","08/03/2018 8:00 PM","OhioStreetBeach201808032000"
"Ohio Street Beach","08/03/2018 07:00:00 PM","24.8","1.66",,"0.25","4","11.6","08/03/2018 7:00 PM","OhioStreetBeach201808031900"
"Ohio Street Beach","08/03/2018 06:00:00 PM","25","1.51",,"0.219","3","11.6","08/03/2018 6:00 PM","OhioStreetBeach201808031800"
"Ohio Street Beach","08/03/2018 05:00:00 PM","25","1.64",,"0.218","3","11.6","08/03/2018 5:00 PM","OhioStreetBeach201808031700"
"Ohio Street Beach","08/03/2018 04:00:00 PM","25.1","1.81",,"0.224","5","11.6","08/03/2018 4:00 PM","OhioStreetBeach201808031600"
"Ohio Street Beach","08/03/2018 03:00:00 PM","24.8","1.51",,"0.224","5","11.5","08/03/2018 3:00 PM","OhioStreetBeach201808031500"
"Ohio Street Beach","08/03/2018 02:00:00 PM","24.9","1.6",,"0.249","5","11.6","08/03/2018 2:00 PM","OhioStreetBeach201808031400"
"Ohio Street Beach","08/03/2018 01:00:00 PM","24.6","1.45",,"0.208","5","11.5","08/03/2018 1:00 PM","OhioStreetBeach201808031300"
"Ohio Street Beach","08/03/2018 12:00:00 PM","24.9","1.58",,"0.17","5","11.6","08/03/2018 12:00 PM","OhioStreetBeach201808031200"
"Ohio Street Beach","08/03/2018 11:00:00 AM","24.5","1.34",,"0.179","5","11.6","08/03/2018 11:00 AM","OhioStreetBeach201808031100"
"Ohio Street Beach","08/03/2018 10:00:00 AM","24","1.36",,"0.158","4","11.7","08/03/2018 10:00 AM","OhioStreetBeach201808031000"
"Ohio Street Beach","08/03/2018 09:00:00 AM","23.8","1.41",,"0.145","5","11.7","08/03/2018 9:00 AM","OhioStreetBeach201808030900"
"Ohio Street Beach","08/03/2018 08:00:00 AM","23.5","1.37",,"0.137","5","11.7","08/03/2018 8:00 AM","OhioStreetBeach201808030800"
"Ohio Street Beach","08/03/2018 07:00:00 AM","23.3","1.47",,"0.131","5","11.7","08/03/2018 7:00 AM","OhioStreetBeach201808030700"
"Ohio Street Beach","08/03/2018 06:00:00 AM","23.3","1.42",,"0.146","5","11.7","08/03/2018 6:00 AM","OhioStreetBeach201808030600"
"Ohio Street Beach","08/03/2018 05:00:00 AM","23.4","1.4",,"0.137","3","11.7","08/03/2018 5:00 AM","OhioStreetBeach201808030500"
"Ohio Street Beach","08/03/2018 04:00:00 AM","23.5","1.39",,"0.149","4","11.7","08/03/2018 4:00 AM","OhioStreetBeach201808030400"
"Ohio Street Beach","08/03/2018 03:00:00 AM","23.6","1.68",,"0.14","5","11.7","08/03/2018 3:00 AM","OhioStreetBeach201808030300"
"Ohio Street Beach","08/03/2018 02:00:00 AM","23.6","1.71",,"0.124","3","11.7","08/03/2018 2:00 AM","OhioStreetBeach201808030200"
"Ohio Street Beach","08/03/2018 01:00:00 AM","23.7","1.49",,"0.141","6","11.7","08/03/2018 1:00 AM","OhioStreetBeach201808030100"
"Ohio Street Beach","08/03/2018 12:00:00 AM","23.7","1.46",,"0.202","3","11.7","08/03/2018 12:00 AM","OhioStreetBeach201808032400"
"Ohio Street Beach","08/02/2018 11:00:00 PM","23.8","1.41",,"0.166","3","11.7","08/02/2018 11:00 PM","OhioStreetBeach201808022300"
"Ohio Street Beach","08/02/2018 10:00:00 PM","23.9","1.31",,"0.182","3","11.7","08/02/2018 10:00 PM","OhioStreetBeach201808022200"
"Ohio Street Beach","08/02/2018 09:00:00 PM","24.1","1.43",,"0.177","3","11.7","08/02/2018 9:00 PM","OhioStreetBeach201808022100"
"Ohio Street Beach","08/02/2018 07:00:00 PM","24.7","1.07",,"0.176","6","11.7","08/02/2018 7:00 PM","OhioStreetBeach201808021900"
"Ohio Street Beach","08/02/2018 06:00:00 PM","24.8","1.04",,"0.15","4","11.7","08/02/2018 6:00 PM","OhioStreetBeach201808021800"
"Ohio Street Beach","08/02/2018 05:00:00 PM","24.8","0.78",,"0.134","3","11.7","08/02/2018 5:00 PM","OhioStreetBeach201808021700"
"Ohio Street Beach","08/02/2018 04:00:00 PM","24.6","0.69",,"0.134","3","11.7","08/02/2018 4:00 PM","OhioStreetBeach201808021600"
"Ohio Street Beach","08/02/2018 03:00:00 PM","24.5","0.65",,"0.116","3","11.7","08/02/2018 3:00 PM","OhioStreetBeach201808021500"
"Ohio Street Beach","08/02/2018 02:00:00 PM","24.4","0.86",,"0.122","3","11.7","08/02/2018 2:00 PM","OhioStreetBeach201808021400"
"Ohio Street Beach","08/02/2018 01:00:00 PM","24","0.86",,"0.106","3","11.7","08/02/2018 1:00 PM","OhioStreetBeach201808021300"
"Ohio Street Beach","08/02/2018 12:00:00 PM","24","0.85",,"0.135","4","11.7","08/02/2018 12:00 PM","OhioStreetBeach201808021200"
"Ohio Street Beach","08/02/2018 11:00:00 AM","23.7","0.85",,"0.164","4","11.7","08/02/2018 11:00 AM","OhioStreetBeach201808021100"
"Ohio Street Beach","08/02/2018 10:00:00 AM","23.4","0.74",,"0.103","3","11.7","08/02/2018 10:00 AM","OhioStreetBeach201808021000"
"Ohio Street Beach","08/02/2018 09:00:00 AM","23.1","0.77",,"0.115","3","11.7","08/02/2018 9:00 AM","OhioStreetBeach201808020900"
"Ohio Street Beach","08/02/2018 08:00:00 AM","22.9","0.75",,"0.125","2","11.7","08/02/2018 8:00 AM","OhioStreetBeach201808020800"
"Ohio Street Beach","08/02/2018 07:00:00 AM","22.9","0.72",,"0.095","6","11.7","08/02/2018 7:00 AM","OhioStreetBeach201808020700"
"Ohio Street Beach","08/02/2018 06:00:00 AM","22.9","0.81",,"0.082","3","11.7","08/02/2018 6:00 AM","OhioStreetBeach201808020600"
"Ohio Street Beach","08/02/2018 05:00:00 AM","23","0.75",,"0.095","3","11.7","08/02/2018 5:00 AM","OhioStreetBeach201808020500"
"Ohio Street Beach","08/02/2018 04:00:00 AM","23","0.79",,"0.091","3","11.7","08/02/2018 4:00 AM","OhioStreetBeach201808020400"
"Ohio Street Beach","08/02/2018 03:00:00 AM","23.1","0.84",,"0.089","3","11.7","08/02/2018 3:00 AM","OhioStreetBeach201808020300"
"Ohio Street Beach","08/02/2018 02:00:00 AM","23.1","0.85",,"0.082","6","11.7","08/02/2018 2:00 AM","OhioStreetBeach201808020200"
"Ohio Street Beach","08/02/2018 01:00:00 AM","23.2","0.8",,"0.086","4","11.8","08/02/2018 1:00 AM","OhioStreetBeach201808020100"
"Ohio Street Beach","08/02/2018 12:00:00 AM","23.2","0.82",,"0.121","4","11.8","08/02/2018 12:00 AM","OhioStreetBeach201808022400"
"Ohio Street Beach","08/01/2018 11:00:00 PM","23.3","0.87",,"0.13","4","11.8","08/01/2018 11:00 PM","OhioStreetBeach201808012300"
"Ohio Street Beach","08/01/2018 10:00:00 PM","23.5","0.84",,"0.167","2","11.8","08/01/2018 10:00 PM","OhioStreetBeach201808012200"
"Ohio Street Beach","08/01/2018 09:00:00 PM","23.7","0.95",,"0.162","3","11.8","08/01/2018 9:00 PM","OhioStreetBeach201808012100"
"Ohio Street Beach","08/01/2018 08:00:00 PM","23.7","0.83",,"0.156","3","11.8","08/01/2018 8:00 PM","OhioStreetBeach201808012000"
"Ohio Street Beach","08/01/2018 07:00:00 PM","24","1.02",,"0.15","4","11.8","08/01/2018 7:00 PM","OhioStreetBeach201808011900"
"Ohio Street Beach","08/01/2018 06:00:00 PM","24.3","0.94",,"0.152","3","11.8","08/01/2018 6:00 PM","OhioStreetBeach201808011800"
"Ohio Street Beach","08/01/2018 05:00:00 PM","24.2","0.79",,"0.2","3","11.8","08/01/2018 5:00 PM","OhioStreetBeach201808011700"
