"Beach Name","Measurement Timestamp","Water Temperature","Turbidity","Transducer Depth","Wave Height","Wave Period","Battery Life","Measurement Timestamp Label","Measurement ID"
"Rainbow Beach","07/19/2015 04:00:00 AM","19.9","1.95",,"-99,999.992","-100,000","10","07/19/2015 4:00 AM","RainbowBeach201507190400"
"63rd Street Beach","07/19/2015 03:00:00 AM","20.1","2.35",,"0.137","6","10.9","07/19/2015 3:00 AM","63rdStreetBeach201507190300"
"Calumet Beach","07/19/2015 03:00:00 AM","21.1","2.34",,"0.088","4","11.3","07/19/2015 3:00 AM","CalumetBeach201507190300"
"Montrose Beach","07/19/2015 03:00:00 AM","19.7","1.14",,"0.126","4","11","07/19/2015 3:00 AM","MontroseBeach201507190300"
"Ohio Street Beach","07/19/2015 03:00:00 AM","20.1","3.46",,"0.091","5","10.3","07/19/2015 3:00 AM","OhioStreetBeach201507190300"
"Osterman Beach","07/19/2015 03:00:00 AM","20.3","2.05",,"0.143","3","11.5","07/19/2015 3:00 AM","OstermanBeach201507190300"
"Rainbow Beach","07/19/2015 03:00:00 AM","19.8","2.19",,"-99,999.992","-100,000","10","07/19/2015 3:00 AM","RainbowBeach201507190300"
"Rainbow Beach","07/19/2015 02:00:00 AM","19.8","2.3",,"-99,999.992","-100,000","10","07/19/2015 2:00 AM","RainbowBeach201507190200"
"63rd Street Beach","07/19/2015 12:00:00 AM","20.3","3.31",,"0.158","4","10.9","07/19/2015 12:00 AM","63rdStreetBeach201507192400"
"Calumet Beach","07/19/2015 12:00:00 AM","21.3","2.26",,"0.129","3","11.3","07/19/2015 12:00 AM","CalumetBeach201507192400"
"Montrose Beach","07/19/2015 12:00:00 AM","19.9","1.76",,"0.166","3","11","07/19/2015 12:00 AM","MontroseBeach201507192400"
"Ohio Street Beach","07/19/2015 12:00:00 AM","20.3","4.28",,"0.118","3","10.3","07/19/2015 12:00 AM","OhioStreetBeach201507192400"
"Osterman Beach","07/19/2015 12:00:00 AM","20.3","2.29",,"0.17","3","11.5","07/19/2015 12:00 AM","OstermanBeach201507192400"
"Rainbow Beach","07/19/2015 12:00:00 AM","19.9","3.6",,"-99,999.992","-100,000","10","07/19/2015 12:00 AM","RainbowBeach201507192400"
"63rd Street Beach","07/18/2015 11:00:00 PM","20.5","4.12",,"0.187","4","10.9","07/18/2015 11:00 PM","63rdStreetBeach201507182300"
"Calumet Beach","07/18/2015 11:00:00 PM","21.3","2.35",,"0.136","4","11.3","07/18/2015 11:00 PM","CalumetBeach201507182300"
"Montrose Beach","07/18/2015 11:00:00 PM","20.4","2.41",,"0.175","4","11","07/18/2015 11:00 PM","MontroseBeach201507182300"
"Ohio Street Beach","07/18/2015 11:00:00 PM","20.3","3.62",,"0.143","2","10.3","07/18/2015 11:00 PM","OhioStreetBeach201507182300"
"Osterman Beach","07/18/2015 11:00:00 PM","20.3","2.52",,"0.189","3","11.5","07/18/2015 11:00 PM","OstermanBeach201507182300"
"Rainbow Beach","07/18/2015 11:00:00 PM","20.1","4.45",,"-99,999.992","-100,000","10","07/18/2015 11:00 PM","RainbowBeach201507182300"
"63rd Street Beach","07/18/2015 10:00:00 PM","20.7","4.64",,"0.176","3","10.9","07/18/2015 10:00 PM","63rdStreetBeach201507182200"
"Calumet Beach","07/18/2015 10:00:00 PM","21.4","1.83",,"0.149","3","11.3","07/18/2015 10:00 PM","CalumetBeach201507182200"
"Montrose Beach","07/18/2015 10:00:00 PM","20.5","2.99",,"0.178","4","11","07/18/2015 10:00 PM","MontroseBeach201507182200"
"Ohio Street Beach","07/18/2015 10:00:00 PM","20.3","3.74",,"0.16","3","10.3","07/18/2015 10:00 PM","OhioStreetBeach201507182200"
"Osterman Beach","07/18/2015 10:00:00 PM","20.3","2.51",,"0.179","3","11.5","07/18/2015 10:00 PM","OstermanBeach201507182200"
"Rainbow Beach","07/18/2015 10:00:00 PM","20.1","6.14",,"-99,999.992","-100,000","10","07/18/2015 10:00 PM","RainbowBeach201507182200"
"63rd Street Beach","07/18/2015 09:00:00 PM","20.9","4.57",,"0.182","3","10.9","07/18/2015 9:00 PM","63rdStreetBeach201507182100"
"Calumet Beach","07/18/2015 09:00:00 PM","21.6","2.38",,"0.152","3","11.3","07/18/2015 9:00 PM","CalumetBeach201507182100"
"Montrose Beach","07/18/2015 09:00:00 PM","20.4","2.87",,"0.176","3","11","07/18/2015 9:00 PM","MontroseBeach201507182100"
"Ohio Street Beach","07/18/2015 09:00:00 PM","20.4","4.35",,"0.125","4","10.3","07/18/2015 9:00 PM","OhioStreetBeach201507182100"
"Osterman Beach","07/18/2015 09:00:00 PM","20.4","3.01",,"0.182","4","11.5","07/18/2015 9:00 PM","OstermanBeach201507182100"
"Rainbow Beach","07/18/2015 09:00:00 PM","20.2","4.61",,"-99,999.992","-100,000","9.9","07/18/2015 9:00 PM","RainbowBeach201507182100"
"63rd Street Beach","07/18/2015 08:00:00 PM","21.2","6.68",,"0.203","3","10.9","07/18/2015 8:00 PM","63rdStreetBeach201507182000"
"Calumet Beach","07/18/2015 08:00:00 PM","21.6","2.02",,"0.208","3","11.3","07/18/2015 8:00 PM","CalumetBeach201507182000"
"Montrose Beach","07/18/2015 08:00:00 PM","20.2","2.38",,"0.198","4","11","07/18/2015 8:00 PM","MontroseBeach201507182000"
"Ohio Street Beach","07/18/2015 08:00:00 PM","20.5","4.19",,"0.161","4","10.3","07/18/2015 8:00 PM","OhioStreetBeach201507182000"
"Osterman Beach","07/18/2015 08:00:00 PM","20.3","3.6",,"0.192","3","11.5","07/18/2015 8:00 PM","OstermanBeach201507182000"
"Rainbow Beach","07/18/2015 08:00:00 PM","20.3","6.26",,"-99,999.992","-100,000","10","07/18/2015 8:00 PM","RainbowBeach201507182000"
"Rainbow Beach","07/18/2015 07:00:00 PM","20.4","6.54",,"-99,999.992","-100,000","9.9","07/18/2015 7:00 PM","RainbowBeach201507181900"
"63rd Street Beach","07/18/2015 06:00:00 PM","20.6","3.03",,"0.241","3","10.9","07/18/2015 6:00 PM","63rdStreetBeach201507181800"
"Calumet Beach","07/18/2015 06:00:00 PM","21.4","1.93",,"0.152","2","11.3","07/18/2015 6:00 PM","CalumetBeach201507181800"
"Montrose Beach","07/18/2015 06:00:00 PM","20.1","1.9",,"0.313","3","11.1","07/18/2015 6:00 PM","MontroseBeach201507181800"
"Ohio Street Beach","07/18/2015 06:00:00 PM","20.8","4.37",,"0.206","4","10.3","07/18/2015 6:00 PM","OhioStreetBeach201507181800"
"Osterman Beach","07/18/2015 06:00:00 PM","20.2","2.52",,"0.257","3","11.5","07/18/2015 6:00 PM","OstermanBeach201507181800"
"63rd Street Beach","07/18/2015 05:00:00 PM","21.2","2.79",,"0.158","3","10.9","07/18/2015 5:00 PM","63rdStreetBeach201507181700"
"Calumet Beach","07/18/2015 05:00:00 PM","21.5","2.59",,"0.137","3","11.3","07/18/2015 5:00 PM","CalumetBeach201507181700"
"Montrose Beach","07/18/2015 05:00:00 PM","20","2.05",,"0.34","3","11","07/18/2015 5:00 PM","MontroseBeach201507181700"
"Ohio Street Beach","07/18/2015 05:00:00 PM","20.6","3.77",,"0.211","3","10.3","07/18/2015 5:00 PM","OhioStreetBeach201507181700"
"Osterman Beach","07/18/2015 05:00:00 PM","20.1","2.9",,"0.27","3","11.5","07/18/2015 5:00 PM","OstermanBeach201507181700"
"Rainbow Beach","07/18/2015 05:00:00 PM","20.7","2.05",,"-99,999.992","-100,000","10","07/18/2015 5:00 PM","RainbowBeach201507181700"
"Calumet Beach","07/18/2015 04:00:00 PM","21.6","4.62",,"0.146","3","11.3","07/18/2015 4:00 PM","CalumetBeach201507181600"
"Montrose Beach","07/18/2015 04:00:00 PM","20.1","1.99",,"0.171","3","11","07/18/2015 4:00 PM","MontroseBeach201507181600"
"Ohio Street Beach","07/18/2015 04:00:00 PM","20.5","4.09",,"0.15","3","10.3","07/18/2015 4:00 PM","OhioStreetBeach201507181600"
"Osterman Beach","07/18/2015 04:00:00 PM","20","3.4",,"0.149","3","11.5","07/18/2015 4:00 PM","OstermanBeach201507181600"
"Rainbow Beach","07/18/2015 04:00:00 PM","20.7","2.49",,"-99,999.992","-100,000","10","07/18/2015 4:00 PM","RainbowBeach201507181600"
"63rd Street Beach","07/18/2015 03:00:00 PM","20.7","2",,"0.198","4","10.9","07/18/2015 3:00 PM","63rdStreetBeach201507181500"
"Calumet Beach","07/18/2015 03:00:00 PM","21.7","3.49",,"0.189","3","11.4","07/18/2015 3:00 PM","CalumetBeach201507181500"
"Montrose Beach","07/18/2015 03:00:00 PM","20.5","1.78",,"0.213","3","11.1","07/18/2015 3:00 PM","MontroseBeach201507181500"
"Ohio Street Beach","07/18/2015 03:00:00 PM","20.8","4.9",,"0.158","3","10.3","07/18/2015 3:00 PM","OhioStreetBeach201507181500"
"Osterman Beach","07/18/2015 03:00:00 PM","20.3","2.96",,"0.216","3","11.5","07/18/2015 3:00 PM","OstermanBeach201507181500"
"Rainbow Beach","07/18/2015 03:00:00 PM","20.9","2.39",,"-99,999.992","-100,000","10.1","07/18/2015 3:00 PM","RainbowBeach201507181500"
"63rd Street Beach","07/18/2015 02:00:00 PM","20.6","2.19",,"0.214","3","10.9","07/18/2015 2:00 PM","63rdStreetBeach201507181400"
"Calumet Beach","07/18/2015 02:00:00 PM","22.6","5.26",,"0.229","3","11.4","07/18/2015 2:00 PM","CalumetBeach201507181400"
"Montrose Beach","07/18/2015 02:00:00 PM","20.6","1.67",,"0.244","3","11.1","07/18/2015 2:00 PM","MontroseBeach201507181400"
"Ohio Street Beach","07/18/2015 02:00:00 PM","21.3","4.55",,"0.164","3","10.3","07/18/2015 2:00 PM","OhioStreetBeach201507181400"
"Osterman Beach","07/18/2015 02:00:00 PM","20.3","3.25",,"0.238","3","11.5","07/18/2015 2:00 PM","OstermanBeach201507181400"
"Rainbow Beach","07/18/2015 02:00:00 PM","21.1","2.2",,"-99,999.992","-100,000","10.1","07/18/2015 2:00 PM","RainbowBeach201507181400"
"Calumet Beach","07/18/2015 01:00:00 PM","21.9","2.08",,"0.249","3","11.3","07/18/2015 1:00 PM","CalumetBeach201507181300"
"Montrose Beach","07/18/2015 01:00:00 PM","20.3","1.74",,"0.226","3","11.1","07/18/2015 1:00 PM","MontroseBeach201507181300"
"Ohio Street Beach","07/18/2015 01:00:00 PM","21.3","4.29",,"0.182","3","10.3","07/18/2015 1:00 PM","OhioStreetBeach201507181300"
"Osterman Beach","07/18/2015 01:00:00 PM","19.8","3.69",,"0.246","3","11.6","07/18/2015 1:00 PM","OstermanBeach201507181300"
"Rainbow Beach","07/18/2015 01:00:00 PM","20.8","2.41",,"-99,999.992","-100,000","10.1","07/18/2015 1:00 PM","RainbowBeach201507181300"
"63rd Street Beach","07/18/2015 12:00:00 PM","20.3","2.44",,"0.237","3","10.9","07/18/2015 12:00 PM","63rdStreetBeach201507181200"
"Calumet Beach","07/18/2015 12:00:00 PM","21","1.58",,"0.268","3","11.4","07/18/2015 12:00 PM","CalumetBeach201507181200"
"Montrose Beach","07/18/2015 12:00:00 PM","19.7","1.96",,"0.267","3","11.1","07/18/2015 12:00 PM","MontroseBeach201507181200"
"Ohio Street Beach","07/18/2015 12:00:00 PM","21.3","3.77",,"0.176","3","10.3","07/18/2015 12:00 PM","OhioStreetBeach201507181200"
"Osterman Beach","07/18/2015 12:00:00 PM","20","3.5",,"0.29","3","11.6","07/18/2015 12:00 PM","OstermanBeach201507181200"
"Rainbow Beach","07/18/2015 12:00:00 PM","20.5","1.66",,"-99,999.992","-100,000","10.1","07/18/2015 12:00 PM","RainbowBeach201507181200"
"63rd Street Beach","07/18/2015 11:00:00 AM","19.8","1.49",,"0.186","2","10.9","07/18/2015 11:00 AM","63rdStreetBeach201507181100"
"Calumet Beach","07/18/2015 11:00:00 AM","21.2","1.28",,"0.105","2","11.4","07/18/2015 11:00 AM","CalumetBeach201507181100"
"Montrose Beach","07/18/2015 11:00:00 AM","19.6","1.98",,"0.247","2","11.1","07/18/2015 11:00 AM","MontroseBeach201507181100"
"Ohio Street Beach","07/18/2015 11:00:00 AM","21.3","3.1",,"0.168","2","10.3","07/18/2015 11:00 AM","OhioStreetBeach201507181100"
"Osterman Beach","07/18/2015 11:00:00 AM","19.9","2.43",,"0.252","2","11.6","07/18/2015 11:00 AM","OstermanBeach201507181100"
"Rainbow Beach","07/18/2015 11:00:00 AM","20.1","1.25",,"-99,999.992","-100,000","10.1","07/18/2015 11:00 AM","RainbowBeach201507181100"
"63rd Street Beach","07/18/2015 10:00:00 AM","20","1.4",,"0.12","5","10.9","07/18/2015 10:00 AM","63rdStreetBeach201507181000"
"Calumet Beach","07/18/2015 10:00:00 AM","20.7","1.44",,"0.105","2","11.4","07/18/2015 10:00 AM","CalumetBeach201507181000"
"Montrose Beach","07/18/2015 10:00:00 AM","19.7","1.66",,"0.151","4","11.1","07/18/2015 10:00 AM","MontroseBeach201507181000"
"Ohio Street Beach","07/18/2015 10:00:00 AM","21.3","2.99",,"0.152","3","10.3","07/18/2015 10:00 AM","OhioStreetBeach201507181000"
"Osterman Beach","07/18/2015 10:00:00 AM","19.8","1.94",,"0.143","3","11.6","07/18/2015 10:00 AM","OstermanBeach201507181000"
"Rainbow Beach","07/18/2015 10:00:00 AM","19.7","1.25",,"-99,999.992","-100,000","10.1","07/18/2015 10:00 AM","RainbowBeach201507181000"
"63rd Street Beach","07/18/2015 09:00:00 AM","19.7","1.47",,"0.086","6","10.9","07/18/2015 9:00 AM","63rdStreetBeach201507180900"
"Calumet Beach","07/18/2015 09:00:00 AM","20.7","1.48",,"0.069","6","11.4","07/18/2015 9:00 AM","CalumetBeach201507180900"
"Montrose Beach","07/18/2015 09:00:00 AM","19.4","1.49",,"0.111","5","11.1","07/18/2015 9:00 AM","MontroseBeach201507180900"
"Ohio Street Beach","07/18/2015 09:00:00 AM","20.6","3.5",,"0.118","3","10.3","07/18/2015 9:00 AM","OhioStreetBeach201507180900"
"Osterman Beach","07/18/2015 09:00:00 AM","20.4","2.38",,"0.128","2","11.6","07/18/2015 9:00 AM","OstermanBeach201507180900"
"Rainbow Beach","07/18/2015 09:00:00 AM","19.7","1.42",,"-99,999.992","-100,000","10.1","07/18/2015 9:00 AM","RainbowBeach201507180900"
"63rd Street Beach","07/18/2015 08:00:00 AM","19.7","1.59",,"0.082","7","10.9","07/18/2015 8:00 AM","63rdStreetBeach201507180800"
"Calumet Beach","07/18/2015 08:00:00 AM","20.3","1.44",,"0.089","3","11.4","07/18/2015 8:00 AM","CalumetBeach201507180800"
"Montrose Beach","07/18/2015 08:00:00 AM","19.2","1.67",,"0.104","6","11.1","07/18/2015 8:00 AM","MontroseBeach201507180800"
"Ohio Street Beach","07/18/2015 08:00:00 AM","20","3.58",,"0.122","6","10.4","07/18/2015 8:00 AM","OhioStreetBeach201507180800"
"Osterman Beach","07/18/2015 08:00:00 AM","19.9","2.45",,"0.121","2","11.6","07/18/2015 8:00 AM","OstermanBeach201507180800"
"Rainbow Beach","07/18/2015 08:00:00 AM","20.1","1.29",,"-99,999.992","-100,000","10.1","07/18/2015 8:00 AM","RainbowBeach201507180800"
"63rd Street Beach","07/18/2015 07:00:00 AM","19.7","1.88",,"0.093","4","10.9","07/18/2015 7:00 AM","63rdStreetBeach201507180700"
"Calumet Beach","07/18/2015 07:00:00 AM","20.2","1.46",,"0.077","2","11.4","07/18/2015 7:00 AM","CalumetBeach201507180700"
"Montrose Beach","07/18/2015 07:00:00 AM","19.8","2.05",,"0.1","7","11.1","07/18/2015 7:00 AM","MontroseBeach201507180700"
"Ohio Street Beach","07/18/2015 07:00:00 AM","19.9","3.69",,"0.088","7","10.4","07/18/2015 7:00 AM","OhioStreetBeach201507180700"
"Osterman Beach","07/18/2015 07:00:00 AM","20.1","2.66",,"0.101","6","11.6","07/18/2015 7:00 AM","OstermanBeach201507180700"
"Rainbow Beach","07/18/2015 07:00:00 AM","20.2","1.34",,"-99,999.992","-100,000","10.1","07/18/2015 7:00 AM","RainbowBeach201507180700"
"63rd Street Beach","07/18/2015 06:00:00 AM","19.9","1.74",,"0.081","4","10.9","07/18/2015 6:00 AM","63rdStreetBeach201507180600"
"Calumet Beach","07/18/2015 06:00:00 AM","20.1","1.53",,"0.074","4","11.4","07/18/2015 6:00 AM","CalumetBeach201507180600"
"Montrose Beach","07/18/2015 06:00:00 AM","20.1","2.78",,"0.094","8","11.1","07/18/2015 6:00 AM","MontroseBeach201507180600"
"Ohio Street Beach","07/18/2015 06:00:00 AM","20.2","3.92",,"0.067","4","10.4","07/18/2015 6:00 AM","OhioStreetBeach201507180600"
"Osterman Beach","07/18/2015 06:00:00 AM","20.4","2.79",,"0.099","2","11.6","07/18/2015 6:00 AM","OstermanBeach201507180600"
"Rainbow Beach","07/18/2015 06:00:00 AM","20.2","1.35",,"-99,999.992","-100,000","10.1","07/18/2015 6:00 AM","RainbowBeach201507180600"
"63rd Street Beach","07/18/2015 05:00:00 AM","20","1.74",,"0.082","4","10.9","07/18/2015 5:00 AM","63rdStreetBeach201507180500"
"Calumet Beach","07/18/2015 05:00:00 AM","20.1","1.68",,"0.061","6","11.4","07/18/2015 5:00 AM","CalumetBeach201507180500"
"Montrose Beach","07/18/2015 05:00:00 AM","20","2.88",,"0.104","9","11.1","07/18/2015 5:00 AM","MontroseBeach201507180500"
"Ohio Street Beach","07/18/2015 05:00:00 AM","20.4","4.01",,"0.073","5","10.4","07/18/2015 5:00 AM","OhioStreetBeach201507180500"
"Osterman Beach","07/18/2015 05:00:00 AM","20.5","2.49",,"0.108","4","11.6","07/18/2015 5:00 AM","OstermanBeach201507180500"
"Rainbow Beach","07/18/2015 05:00:00 AM","20.3","1.47",,"-99,999.992","-100,000","10.1","07/18/2015 5:00 AM","RainbowBeach201507180500"
"63rd Street Beach","07/18/2015 04:00:00 AM","20.3","2.07",,"0.09","6","10.9","07/18/2015 4:00 AM","63rdStreetBeach201507180400"
"Calumet Beach","07/18/2015 04:00:00 AM","20.3","1.92",,"0.067","4","11.4","07/18/2015 4:00 AM","CalumetBeach201507180400"
"Montrose Beach","07/18/2015 04:00:00 AM","20.3","2.63",,"0.107","3","11.1","07/18/2015 4:00 AM","MontroseBeach201507180400"
"Ohio Street Beach","07/18/2015 04:00:00 AM","20.5","3.83",,"0.073","4","10.4","07/18/2015 4:00 AM","OhioStreetBeach201507180400"
"Osterman Beach","07/18/2015 04:00:00 AM","20.5","2.45",,"0.121","3","11.6","07/18/2015 4:00 AM","OstermanBeach201507180400"
"Rainbow Beach","07/18/2015 04:00:00 AM","20.4","1.41",,"-99,999.992","-100,000","10.1","07/18/2015 4:00 AM","RainbowBeach201507180400"
"63rd Street Beach","07/18/2015 03:00:00 AM","20.4","2.49",,"0.086","6","10.9","07/18/2015 3:00 AM","63rdStreetBeach201507180300"
"Calumet Beach","07/18/2015 03:00:00 AM","20.2","2.34",,"0.072","3","11.4","07/18/2015 3:00 AM","CalumetBeach201507180300"
"Montrose Beach","07/18/2015 03:00:00 AM","20.4","2.85",,"0.107","6","11.1","07/18/2015 3:00 AM","MontroseBeach201507180300"
"Ohio Street Beach","07/18/2015 03:00:00 AM","20.8","3.85",,"0.098","3","10.4","07/18/2015 3:00 AM","OhioStreetBeach201507180300"
"Osterman Beach","07/18/2015 03:00:00 AM","20.4","2.79",,"0.15","3","11.6","07/18/2015 3:00 AM","OstermanBeach201507180300"
"Rainbow Beach","07/18/2015 03:00:00 AM","20.4","1.7",,"-99,999.992","-100,000","10.1","07/18/2015 3:00 AM","RainbowBeach201507180300"
"63rd Street Beach","07/18/2015 02:00:00 AM","20.1","2.86",,"0.091","7","11","07/18/2015 2:00 AM","63rdStreetBeach201507180200"
"Calumet Beach","07/18/2015 02:00:00 AM","20.1","1.85",,"0.079","2","11.4","07/18/2015 2:00 AM","CalumetBeach201507180200"
"Montrose Beach","07/18/2015 02:00:00 AM","20.6","2.86",,"0.112","6","11.1","07/18/2015 2:00 AM","MontroseBeach201507180200"
"Ohio Street Beach","07/18/2015 02:00:00 AM","20.8","4.07",,"0.119","3","10.4","07/18/2015 2:00 AM","OhioStreetBeach201507180200"
"Osterman Beach","07/18/2015 02:00:00 AM","20.5","2.34",,"0.156","3","11.6","07/18/2015 2:00 AM","OstermanBeach201507180200"
"Rainbow Beach","07/18/2015 02:00:00 AM","20.3","1.66",,"-99,999.992","-100,000","10.1","07/18/2015 2:00 AM","RainbowBeach201507180200"
"63rd Street Beach","07/18/2015 01:00:00 AM","19.9","2.4",,"0.114","3","10.9","07/18/2015 1:00 AM","63rdStreetBeach201507180100"
"Calumet Beach","07/18/2015 01:00:00 AM","20.1","2.05",,"0.113","2","11.4","07/18/2015 1:00 AM","CalumetBeach201507180100"
"Montrose Beach","07/18/2015 01:00:00 AM","20.6","2.76",,"0.118","7","11.1","07/18/2015 1:00 AM","MontroseBeach201507180100"
